15419.0,  0.277787, 26.0000,  0.00277358,  -0.00102469,  0.00104123,  -0.0403032, 0.213954
9155.00,  0.305679, 35.0000,  0.00298780,   0.00130685,  0.00128742,    0.316756, 0.364612
3331.00,  0.213123, 17.0000,  0.00344916,  -0.00106875, 0.000643411,  -0.0961663, 0.169993
19953.0,  0.123228, 13.0000,   0.0109534,  8.70473e-05, 0.000294824,   0.0892906, 0.157476
15421.0,  0.185445, 24.0000,  0.00691527,  8.96877e-07, 0.000520230,   0.0952213, 0.152058
1650.00,  0.304341, 27.0000,  0.00232827, -0.000896705,  0.00127382,   -0.577081, 0.333329
16160.0,  0.320367, 23.0000,  0.00176362, -0.000261286,  0.00143626,   -0.254420, 0.351701
6962.00, 0.0942202, 7.00000,   0.0122639, -0.000240705, 0.000204994,  -0.0489933, 0.145164
19968.0, 0.0559388, 16.0000,    0.121397, -7.75582e-05, 9.33437e-05,   -0.200355, 0.169526
20870.0,  0.267532, 32.0000,  0.00373153,  0.000234543, 0.000962687,    0.430131, 0.268538
19027.0,  0.292633, 20.0000,  0.00188863,  -0.00117829,  0.00116561,   -0.365439, 0.205656
4808.00,  0.349160, 27.0000,  0.00170661,  0.000678675,  0.00176406,   -0.198195, 0.332640
18049.0,  0.288600, 27.0000,  0.00263347,  0.000212718,  0.00113097,    0.247474, 0.249997
16163.0,  0.155041, 33.0000,   0.0151073,   0.00149090, 0.000403941,  -0.0191413, 0.193146
1658.00,  0.277296, 28.0000,  0.00299942,  0.000937590,  0.00103739,    0.154894, 0.212599
19969.0,  0.175317, 39.0000,   0.0129764,   0.00125864, 0.000479661,   -0.113954, 0.148324
15423.0,  0.395058, 28.0000,  0.00135297, -2.32312e-05,  0.00234607,    0.191478, 0.196318
9207.00,  0.350268, 16.0000,  0.00100425,  -0.00454885,  0.00177734,    0.127950, 0.297386
12898.0, 0.0835811, 7.00000,   0.0170983, -0.000306773, 0.000174554,   0.0284725, 0.140303
3368.00,  0.377482, 21.0000,  0.00111891, -0.000386338,  0.00211758,    0.126664, 0.280403
15428.0,  0.383289, 35.0000,  0.00180440,   0.00546487,  0.00219228,  -0.0790935, 0.224589
19990.0,  0.249877, 26.0000,  0.00357059,  3.66937e-05, 0.000843609,  -0.0489764, 0.180477
13610.0,  0.298307, 28.0000,  0.00252880, -0.000617930,  0.00121775,   -0.197007, 0.207401
16175.0,  0.329556, 21.0000,  0.00151042, -0.000549071,  0.00153617,   -0.551179, 0.272975
15433.0,  0.220681, 25.0000,  0.00465186,  0.000213837, 0.000680155,   0.0196771, 0.160528
20882.0,  0.314419, 28.0000,  0.00224066, -0.000331584,  0.00137388,    0.227034, 0.267159
16185.0,  0.101366, 11.0000,   0.0157599,  1.46942e-05, 0.000225495,   -0.162924, 0.158797
14536.0,  0.474318, 45.0000,  0.00149132,   0.00950217,  0.00348051,   -0.302046, 0.393559
4969.00,  0.306777, 3.00000, 0.000253994,  -0.00559670,  0.00129810,   -0.236471, 0.310250
20886.0,  0.490074, 35.0000,  0.00108734,    0.0130749,  0.00373423,   -0.230101, 0.398795
20033.0,  0.253644, 17.0000,  0.00225194,  -0.00189900, 0.000867460,   -0.270025, 0.202226
13629.0,  0.353187, 25.0000,  0.00154060,  0.000431208,  0.00181306,   -0.116614, 0.252460
4978.00,  0.282200, 24.0000,  0.00246705, -0.000863530,  0.00107717,   -0.226539, 0.247027
13633.0,  0.387655, 40.0000,  0.00201258,   0.00495528,  0.00224905,    0.367234, 0.270793
15440.0,  0.262254, 24.0000,  0.00293473, -0.000374298, 0.000925567,  -0.0525519, 0.196120
16199.0,  0.282392, 19.0000,  0.00194997,  -0.00121212,  0.00107875,   -0.187377, 0.226066
18083.0,  0.289396, 20.0000,  0.00193822, -0.000666726,  0.00113777,   -0.379348, 0.265256
19051.0,  0.277751, 10.0000,  0.00106709,  -0.00318092,  0.00104095,  -0.0296309, 0.163225
1688.00,  0.359161, 20.0000,  0.00118776,  -0.00422069,  0.00188644,   0.0378682, 0.334677
20040.0,  0.288049, 39.0000,  0.00382091,   0.00441309,  0.00112627,  -0.0330948, 0.213336
3426.00,  0.232672, 6.00000, 0.000980072,  -0.00273928, 0.000742564,    0.177147, 0.208566
7143.00,  0.305137, 9.00000, 0.000771437,  -0.00366807,  0.00128217,   0.0458052, 0.205172
20896.0,  0.361560, 63.0000,  0.00368714,   0.00766212,  0.00191608,    0.180421, 0.247752
18091.0,  0.371136, 30.0000,  0.00165833,  0.000210461,  0.00203659, -0.00315548, 0.251693
19052.0,  0.294615, 18.0000,  0.00167330,  -0.00307511,  0.00118411,   0.0361905, 0.303112
9324.00,  0.378093, 23.0000,  0.00122119,  -0.00370784,  0.00212542,   -0.295918, 0.297326
7147.00,  0.110217, 8.00000,  0.00911782, -0.000179066, 0.000253038,   -0.196082, 0.154817
15454.0,  0.383047, 19.0000, 0.000980864,  -0.00381142,  0.00218916,    0.205372, 0.295160
9326.00,  0.291077, 8.00000, 0.000764887,  -0.00393383,  0.00115219,   0.0172067, 0.271723
16206.0,  0.159729, 52.0000,   0.0220226,  0.000663633, 0.000420654,   -0.341690, 0.184548
1740.00,  0.167636, 103.000,   0.0384735,   0.00814853, 0.000450123,   -0.227686, 0.156025
3451.00,  0.249841, 20.0000,  0.00274756, -0.000221387, 0.000843383,   -0.160990, 0.175697
14548.0,  0.340280, 39.0000,  0.00261056,   0.00536857,  0.00165816,  -0.0802868, 0.200335
3452.00,  0.231138, 11.0000,  0.00182617,  -0.00167830, 0.000734504,   0.0525618, 0.166606
20046.0,  0.263952, 57.0000,  0.00686345,   0.00502929, 0.000937418,    0.154278, 0.206105
15455.0,  0.407071, 29.0000,  0.00131505,  0.000941252,  0.00250619,    0.242867, 0.285732
16211.0,  0.310991, 15.0000,  0.00123083,  -0.00306746,  0.00133963,   -0.269597, 0.272819
20047.0,  0.374257, 21.0000,  0.00113990,  -0.00207505,  0.00207606,    0.219069, 0.243012
7194.00,  0.364341, 13.0000, 0.000748174,  -0.00394950,  0.00195099,    0.427464, 0.368847
15459.0,  0.126787, 13.0000,   0.0101466, -2.43674e-05, 0.000306184,    0.496224, 0.145761
7195.00,  0.362359, 17.0000, 0.000990139,  -0.00350200,  0.00192597,    0.200963, 0.291882
13660.0,  0.370585, 24.0000,  0.00133096,  -0.00110291,  0.00202962,   -0.318983, 0.329543
20048.0,  0.185316, 19.0000,  0.00548432,  3.43879e-05, 0.000519711,  -0.0263338, 0.191572
15461.0,  0.186169, 20.0000,  0.00570575, -0.000373455, 0.000523143,  -0.0475348, 0.147895
20051.0,  0.235152, 26.0000,  0.00413822,  0.000223769, 0.000756716,    0.267115, 0.231023
7243.00,  0.204617, 9.00000,  0.00202176,  -0.00195476, 0.000603620,   0.0810147, 0.182487
1750.00,  0.259970, 26.0000,  0.00324647, -0.000122997, 0.000909800,    0.159785, 0.276822
15466.0,  0.245675, 18.0000,  0.00257542,  -0.00102223, 0.000816822,   -0.152481, 0.190175
5103.00,  0.161989, 60.0000,   0.0244973,   0.00505180, 0.000428669,  -0.0752906, 0.143922
20916.0,  0.362181, 36.0000,  0.00209902,   0.00473662,  0.00192376,  -0.0719239, 0.278780
13677.0,  0.304671, 25.0000,  0.00215043,  0.000890842,  0.00127691,  -0.0528483, 0.272157
